,president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp,datenumber
2405,Donald Trump,All polls,10/7/2020,6/18/2018,6/19/2018,YouGov,B,1000.0,a,0.12409119,0.0,39.0,53.0,39.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3nkcxk7i37/tabs_Trump_Tweets_20180618.pdf,56975,91964,11/28/2018,19:17:36  7 Oct 2020,17701.0
2409,Donald Trump,All polls,10/7/2020,6/19/2018,6/20/2018,YouGov,B,1000.0,a,0.12477724,0.0,44.0,48.0,44.923164,49.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/duqe0eex14/tabs_Trump_Tweets_20180619.pdf,52663,83207,6/24/2018,19:17:36  7 Oct 2020,17702.0
2413,Donald Trump,All polls,10/7/2020,6/20/2018,6/21/2018,YouGov,B,1000.0,a,0.12545492,0.0,38.0,51.0,38.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/b4cocyb4d5/tabs_Trump_Tweets_20180620.pdf,52664,83209,6/25/2018,19:17:36  7 Oct 2020,17703.0
2416,Donald Trump,All polls,10/7/2020,6/21/2018,6/22/2018,YouGov,B,1000.0,a,0.12551823,0.0,43.0,50.0,43.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4o438yeipa/tabs_Trump_Tweets_20180621.pdf,52662,83208,6/24/2018,19:17:36  7 Oct 2020,17704.0
2419,Donald Trump,All polls,10/7/2020,6/22/2018,6/24/2018,YouGov,B,1000.0,a,0.12528509,0.0,39.0,50.0,39.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6vwn3cjnlu/tabs_Trump_Tweets_20180622.pdf,52665,83210,6/25/2018,19:17:36  7 Oct 2020,17706.0
2424,Donald Trump,All polls,10/7/2020,6/23/2018,6/24/2018,YouGov,B,1000.0,a,0.12465388,0.0,45.0,49.0,45.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9f7hy8uwiv/tabs_Trump_Tweets_20180623.pdf,52666,83211,6/25/2018,19:17:36  7 Oct 2020,17706.0
2426,Donald Trump,All polls,10/7/2020,6/24/2018,6/25/2018,YouGov,B,1000.0,a,0.12405384,0.0,38.0,56.0,38.923164,57.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9fb427p2vx/tabs_Trump_Tweets_20180624.pdf,52734,83313,6/27/2018,19:17:36  7 Oct 2020,17707.0
2428,Donald Trump,All polls,10/7/2020,6/24/2018,6/26/2018,YouGov,B,1500.0,a,0.18608077,0.0,38.0,52.0,38.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9gtye70ttc/econTabReport.pdf,52715,83288,6/27/2018,19:17:36  7 Oct 2020,17708.0
2432,Donald Trump,All polls,10/7/2020,6/25/2018,6/26/2018,YouGov,B,1000.0,a,0.12471448,0.0,37.0,52.0,37.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/v9z985vq63/tabs_Trump_Tweets_20180625.pdf,52733,83312,6/27/2018,19:17:36  7 Oct 2020,17708.0
2436,Donald Trump,All polls,10/7/2020,6/26/2018,6/27/2018,YouGov,B,1000.0,a,0.12536615,0.0,43.0,48.0,43.923164,49.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1iyyxsu3rl/tabs_Trump_Tweets_20180626.pdf,52764,83368,7/1/2018,19:17:36  7 Oct 2020,17709.0
2439,Donald Trump,All polls,10/7/2020,6/27/2018,6/28/2018,YouGov,B,1000.0,a,0.1264235,0.0,41.0,49.0,41.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/f8hzgbemem/tabs_Trump_Tweets_20180627.pdf,52765,83370,7/1/2018,19:17:36  7 Oct 2020,17710.0
2442,Donald Trump,All polls,10/7/2020,6/28/2018,6/30/2018,YouGov,B,1000.0,a,0.1264235,0.0,42.0,49.0,42.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ugi4hy3mvb/tabs_Trump_Tweets_20180628.pdf,52766,83372,7/1/2018,19:17:36  7 Oct 2020,17712.0
2448,Donald Trump,All polls,10/7/2020,6/29/2018,6/30/2018,YouGov,B,1000.0,a,0.12577303,0.0,39.0,51.0,39.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/g4dob7nqy3/tabs_Trump_Tweets_20180629.pdf,52767,83374,7/1/2018,19:17:36  7 Oct 2020,17712.0
2454,Donald Trump,All polls,10/7/2020,6/30/2018,7/2/2018,YouGov,B,1000.0,a,0.12513414,0.0,42.0,50.0,42.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/vnj4b9v1r8/tabs_Trump_Tweets_20180630.pdf,52777,83389,7/3/2018,19:17:36  7 Oct 2020,17714.0
2456,Donald Trump,All polls,10/7/2020,7/1/2018,7/3/2018,YouGov,B,1500.0,a,0.18667751,0.0,41.0,49.0,41.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6zgjgqczx0/econTabReport.pdf,52787,83413,7/5/2018,19:17:36  7 Oct 2020,17715.0
2458,Donald Trump,All polls,10/7/2020,7/1/2018,7/2/2018,YouGov,B,1000.0,a,0.12445167,0.0,40.0,54.0,40.923164,55.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1g29vx5mdq/tabs_Trump_Tweets_20180701.pdf,52778,83390,7/3/2018,19:17:36  7 Oct 2020,17714.0
2459,Donald Trump,All polls,10/7/2020,7/2/2018,7/3/2018,YouGov,B,1000.0,a,0.12508773,0.0,39.0,52.0,39.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/dw1zs23but/tabs_Trump_Tweets_20180702.pdf,52786,83411,7/5/2018,19:17:36  7 Oct 2020,17715.0
2464,Donald Trump,All polls,10/7/2020,7/3/2018,7/5/2018,YouGov,B,1000.0,a,0.12567175,0.0,43.0,49.0,43.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1z57brploy/tabs_Trump_Tweets_20180703.pdf,52785,83409,7/5/2018,19:17:36  7 Oct 2020,17717.0
2468,Donald Trump,All polls,10/7/2020,7/4/2018,7/6/2018,YouGov,B,1000.0,a,0.12626731,0.0,41.0,51.0,41.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67561,126401,7/17/2020,19:17:36  7 Oct 2020,17718.0
2470,Donald Trump,All polls,10/7/2020,7/5/2018,7/6/2018,YouGov,B,1000.0,a,0.12621305,0.0,40.0,53.0,40.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/nbv5u7gy1m/tabs_Trump_Tweets_20180705.pdf,52794,83434,7/8/2018,19:17:36  7 Oct 2020,17718.0
2474,Donald Trump,All polls,10/7/2020,7/6/2018,7/8/2018,YouGov,B,1000.0,a,0.12550938,0.0,41.0,48.0,41.923164,49.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67562,126403,7/17/2020,19:17:36  7 Oct 2020,17720.0
2480,Donald Trump,All polls,10/7/2020,7/7/2018,7/9/2018,YouGov,B,1000.0,a,0.12490095,0.0,41.0,50.0,41.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/uwoc45wjwq/tabs_Trump_Tweets_20180707.pdf,52796,83437,7/9/2018,19:17:36  7 Oct 2020,17721.0
2484,Donald Trump,All polls,10/7/2020,7/8/2018,7/9/2018,YouGov,B,1000.0,a,0.12422097,0.0,41.0,47.0,41.923164,48.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/p7zuqzf8i4/tabs_Trump_Tweets_20180708.pdf,52811,83455,7/10/2018,19:17:36  7 Oct 2020,17721.0
2486,Donald Trump,All polls,10/7/2020,7/8/2018,7/10/2018,YouGov,B,1500.0,a,0.18633145,0.0,39.0,49.0,39.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/j4bk4qaafk/econTabReport.pdf,52819,83476,7/11/2018,19:17:36  7 Oct 2020,17722.0
2489,Donald Trump,All polls,10/7/2020,7/9/2018,7/10/2018,YouGov,B,1000.0,a,0.12479446,0.0,40.0,49.0,40.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/2zg40tx597/tabs_Trump_Tweets_20180709.pdf,56976,91965,11/28/2018,19:17:36  7 Oct 2020,17722.0
2493,Donald Trump,All polls,10/7/2020,7/10/2018,7/11/2018,YouGov,B,1000.0,a,0.12537918,0.0,40.0,51.0,40.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/yji3z7nwmv/tabs_Trump_Tweets_20180710.pdf,52832,83503,7/14/2018,19:17:36  7 Oct 2020,17723.0
2497,Donald Trump,All polls,10/7/2020,7/11/2018,7/12/2018,YouGov,B,1000.0,a,0.12580351,0.0,38.0,53.0,38.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/jtz6nq0i1e/tabs_Trump_Tweets_20180711.pdf,52833,83505,7/14/2018,19:17:36  7 Oct 2020,17724.0
2499,Donald Trump,All polls,10/7/2020,7/12/2018,7/13/2018,YouGov,B,1000.0,a,0.1255999,0.0,43.0,51.0,43.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/g420g6fnqc/tabs_Trump_Tweets_20180712.pdf,52834,83507,7/14/2018,19:17:36  7 Oct 2020,17725.0
2505,Donald Trump,All polls,10/7/2020,7/13/2018,7/14/2018,YouGov,B,1000.0,a,0.12472984,0.0,40.0,51.0,40.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/x2diat4bcx/tabs_Trump_Tweets_20180713.pdf,52837,83511,7/16/2018,19:17:36  7 Oct 2020,17726.0
2508,Donald Trump,All polls,10/7/2020,7/14/2018,7/15/2018,YouGov,B,1000.0,a,0.12387343,0.0,42.0,50.0,42.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/941mc2kmm9/tabs_Trump_Tweets_20180714.pdf,52838,83512,7/16/2018,19:17:36  7 Oct 2020,17727.0
2511,Donald Trump,All polls,10/7/2020,7/15/2018,7/17/2018,YouGov,B,1500.0,a,0.18454549,0.0,39.0,50.0,39.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7hxorevceh/econTabReport.pdf,53366,84454,7/18/2018,19:17:36  7 Oct 2020,17729.0
2513,Donald Trump,All polls,10/7/2020,7/15/2018,7/16/2018,YouGov,B,1000.0,a,0.12303033,0.0,43.0,49.0,43.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/q1zv7xhl65/tabs_Trump_Tweets_20180715.pdf,52840,83514,7/17/2018,19:17:36  7 Oct 2020,17728.0
2520,Donald Trump,All polls,10/7/2020,7/16/2018,7/18/2018,YouGov,B,1000.0,a,0.12344056,0.0,42.0,49.0,42.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ry9lu5qmpm/tabs_Trump_Tweets_20180716.pdf,53385,84477,7/19/2018,19:17:36  7 Oct 2020,17730.0
2522,Donald Trump,All polls,10/7/2020,7/17/2018,7/19/2018,YouGov,B,1000.0,a,0.12394211,0.0,38.0,52.0,38.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/k3y3gw5cd4/tabs_Trump_Tweets_20180717.pdf,53390,84493,7/21/2018,19:17:36  7 Oct 2020,17731.0
2525,Donald Trump,All polls,10/7/2020,7/18/2018,7/19/2018,YouGov,B,1000.0,a,0.12437757,0.0,42.0,50.0,42.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/2ua18qqc66/tabs_Trump_Tweets_20180718.pdf,53391,84495,7/21/2018,19:17:36  7 Oct 2020,17731.0
2534,Donald Trump,All polls,10/7/2020,7/19/2018,7/20/2018,YouGov,B,1000.0,a,0.12416636,0.0,39.0,54.0,39.923164,55.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/x00avwmsah/tabs_Trump_Tweets_20180719.pdf,53392,84497,7/21/2018,19:17:36  7 Oct 2020,17732.0
2537,Donald Trump,All polls,10/7/2020,7/20/2018,7/21/2018,YouGov,B,1000.0,a,0.12330882,0.0,42.0,50.0,42.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/nymoi1vnuu/tabs_Trump_Tweets_20180720.pdf,53398,84506,7/23/2018,19:17:36  7 Oct 2020,17733.0
2542,Donald Trump,All polls,10/7/2020,7/21/2018,7/22/2018,YouGov,B,1000.0,a,0.12139133,0.0,40.0,50.0,40.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/crvr84v5eo/tabs_Trump_Tweets_20180721.pdf,53399,84508,7/23/2018,19:17:36  7 Oct 2020,17734.0
2545,Donald Trump,All polls,10/7/2020,7/22/2018,7/23/2018,YouGov,B,1000.0,a,0.11955987,0.0,40.0,51.0,40.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/xahb9o2bj2/tabs_Trump_Tweets_20180722.pdf,53402,84512,7/23/2018,19:17:36  7 Oct 2020,17735.0
2549,Donald Trump,All polls,10/7/2020,7/22/2018,7/24/2018,YouGov,B,1500.0,a,0.1793398,0.0,41.0,50.0,41.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/wa3gpxn761/econTabReport.pdf,53416,84552,7/25/2018,19:17:36  7 Oct 2020,17736.0
2552,Donald Trump,All polls,10/7/2020,7/23/2018,7/24/2018,YouGov,B,1000.0,a,0.11893717,0.0,39.0,50.0,39.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zbxoqi3ht5/tabs_Trump_Tweets_20180723.pdf,53424,84565,7/26/2018,19:17:36  7 Oct 2020,17736.0
2553,Donald Trump,All polls,10/7/2020,7/24/2018,7/25/2018,YouGov,B,1000.0,a,0.11832225,0.0,40.0,50.0,40.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/shxdxf47gv/tabs_Trump_Tweets_20180724.pdf,53427,84570,7/26/2018,19:17:36  7 Oct 2020,17737.0
2557,Donald Trump,All polls,10/7/2020,7/25/2018,7/26/2018,YouGov,B,1000.0,a,0.11771497,0.0,44.0,50.0,44.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/08zpvrognx/tabs_Trump_Tweets_20180725.pdf,53435,84588,7/27/2018,19:17:36  7 Oct 2020,17738.0
2563,Donald Trump,All polls,10/7/2020,7/26/2018,7/27/2018,YouGov,B,1000.0,a,0.11656856,0.0,41.0,50.0,41.923164,51.870313,,T,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9l74628kg6/tabs_Trump_Tweets_20180726.pdf,53436,84589,7/29/2018,19:17:36  7 Oct 2020,17739.0
2567,Donald Trump,All polls,10/7/2020,7/27/2018,7/28/2018,YouGov,B,1000.0,a,0.11525946,0.0,38.0,52.0,38.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7t0bm4s7r0/tabs_Trump_Tweets_20180727.pdf,53437,84591,7/29/2018,19:17:36  7 Oct 2020,17740.0
2568,Donald Trump,All polls,10/7/2020,7/28/2018,7/29/2018,YouGov,B,1000.0,a,0.11367311,0.0,41.0,48.0,41.923164,49.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4qnmeat1ls/tabs_Trump_Tweets_20180728.pdf,53442,84600,7/30/2018,19:17:36  7 Oct 2020,17741.0
2571,Donald Trump,All polls,10/7/2020,7/29/2018,7/31/2018,YouGov,B,1500.0,a,0.16822515,0.0,39.0,51.0,39.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fw0vfdqfpc/econTabReport.pdf,53464,84642,8/1/2018,19:17:36  7 Oct 2020,17743.0
2575,Donald Trump,All polls,10/7/2020,7/29/2018,7/30/2018,YouGov,B,1000.0,a,0.1121501,0.0,42.0,51.0,42.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/nysq3ws7ma/tabs_Trump_Tweets_20180729.pdf,53445,84604,7/30/2018,19:17:36  7 Oct 2020,17742.0
2576,Donald Trump,All polls,10/7/2020,7/30/2018,8/1/2018,YouGov,B,1000.0,a,0.11161913,0.0,42.0,48.0,42.923164,49.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67563,126405,7/17/2020,19:17:36  7 Oct 2020,17744.0
2582,Donald Trump,All polls,10/7/2020,7/31/2018,8/1/2018,YouGov,B,1000.0,a,0.11109416,0.0,40.0,52.0,40.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/5fhjkfaodf/tabs_Trump_Tweets_20180731.pdf,53495,85695,8/3/2018,19:17:36  7 Oct 2020,17744.0
2583,Donald Trump,All polls,10/7/2020,7/23/2018,8/9/2018,YouGov,B,2716.0,rv,0.30173175,0.0,45.0,53.0,45.923164,54.870313,,,https://smpa.gwu.edu/sites/g/files/zaxdzs2046/f/Toplines%20GW%20Politics%20Poll%20Wave%202.pdf,53761,86306,8/23/2018,19:17:36  7 Oct 2020,17752.0
2585,Donald Trump,All polls,10/7/2020,8/1/2018,8/2/2018,YouGov,B,1000.0,a,0.1125807,0.0,39.0,51.0,39.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/vhb2pjj9sr/tabs_Trump_Tweets_20180801.pdf,53496,85697,8/3/2018,19:17:36  7 Oct 2020,17745.0
2589,Donald Trump,All polls,10/7/2020,8/2/2018,8/3/2018,YouGov,B,1000.0,a,0.113622,0.0,40.0,50.0,40.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/no55iexav2/tabs_Trump_Tweets_20180802.pdf,53500,85702,8/6/2018,19:17:36  7 Oct 2020,17746.0
2592,Donald Trump,All polls,10/7/2020,8/3/2018,8/5/2018,YouGov,B,1000.0,a,0.11417775,0.0,39.0,51.0,39.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hgco9v9ojn/tabs_Trump_Tweets_20180803.pdf,56977,91967,11/28/2018,19:17:36  7 Oct 2020,17748.0
2599,Donald Trump,All polls,10/7/2020,8/4/2018,8/5/2018,YouGov,B,1000.0,a,0.1147401,0.0,37.0,53.0,37.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/yb2t2oeqrl/tabs_Trump_Tweets_20180804.pdf,53538,85901,8/7/2018,19:17:36  7 Oct 2020,17748.0
2601,Donald Trump,All polls,10/7/2020,8/5/2018,8/7/2018,YouGov,B,1500.0,a,0.17296375,0.0,40.0,49.0,40.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/q6cfmfwwh4/econTabReport.pdf,53544,85918,8/8/2018,19:17:36  7 Oct 2020,17750.0
2603,Donald Trump,All polls,10/7/2020,8/5/2018,8/6/2018,YouGov,B,1000.0,a,0.11530917,0.0,40.0,51.0,40.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/wb80ftt186/tabs_Trump_Tweets_20180805.pdf,53537,85899,8/7/2018,19:17:36  7 Oct 2020,17749.0
2609,Donald Trump,All polls,10/7/2020,8/7/2018,8/8/2018,YouGov,B,1000.0,a,0.11781693,0.0,40.0,53.0,40.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/xnyycv3nzo/tabs_Trump_Tweets_20180806.pdf,53578,85969,8/10/2018,19:17:36  7 Oct 2020,17751.0
2611,Donald Trump,All polls,10/7/2020,8/7/2018,8/9/2018,YouGov,B,1000.0,a,0.11781693,0.0,42.0,48.0,42.923164,49.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/v3b1dndaaq/tabs_Trump_Tweets_20180807.pdf,53580,85973,8/10/2018,19:17:36  7 Oct 2020,17752.0
2616,Donald Trump,All polls,10/7/2020,8/9/2018,8/9/2018,YouGov,B,1000.0,a,0.11958015,0.0,40.0,53.0,40.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/533y96bbod/tabs_Trump_Tweets_20180808.pdf,53579,85971,8/10/2018,19:17:36  7 Oct 2020,17752.0
2618,Donald Trump,All polls,10/7/2020,8/9/2018,8/11/2018,YouGov,B,1000.0,a,0.12081315,0.0,38.0,52.0,38.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/8n3b6zhtdv/tabs_Trump_Tweets_20180809.pdf,53593,86006,8/13/2018,19:17:36  7 Oct 2020,17754.0
2621,Donald Trump,All polls,10/7/2020,8/10/2018,8/12/2018,YouGov,B,1000.0,a,0.12146228,0.0,41.0,49.0,41.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/wyib3gs0nh/tabs_Trump_Tweets_20180810.pdf,53594,86008,8/13/2018,19:17:36  7 Oct 2020,17755.0
2627,Donald Trump,All polls,10/7/2020,8/11/2018,8/13/2018,YouGov,B,1000.0,a,0.12211993,0.0,41.0,52.0,41.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/w6ewj3vaef/tabs_Trump_Tweets_20180811.pdf,53595,86010,8/13/2018,19:17:36  7 Oct 2020,17756.0
2629,Donald Trump,All polls,10/7/2020,8/12/2018,8/14/2018,YouGov,B,1000.0,a,0.12171001,0.0,40.0,54.0,40.923164,55.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3zpzpm8ifc/tabs_Trump_Tweets_20180812.pdf,56987,91999,11/28/2018,19:17:36  7 Oct 2020,17757.0
2631,Donald Trump,All polls,10/7/2020,8/12/2018,8/14/2018,YouGov,B,1500.0,a,0.18256501,0.0,42.0,49.0,42.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6ote18t1hm/econTabReport.pdf,53633,86062,8/15/2018,19:17:36  7 Oct 2020,17757.0
2634,Donald Trump,All polls,10/7/2020,8/13/2018,8/15/2018,YouGov,B,1000.0,a,0.12253769,0.0,42.0,50.0,42.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/b5psc62fnv/tabs_Trump_Tweets_20180813.pdf,53642,86090,8/16/2018,19:17:36  7 Oct 2020,17758.0
2639,Donald Trump,All polls,10/7/2020,8/14/2018,8/16/2018,YouGov,B,1000.0,a,0.12337836,0.0,41.0,51.0,41.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/rwrshz1evl/tabs_Trump_Tweets_20180814.pdf,53643,86092,8/16/2018,19:17:36  7 Oct 2020,17759.0
2641,Donald Trump,All polls,10/7/2020,8/15/2018,8/16/2018,YouGov,B,1000.0,a,0.12423235,0.0,37.0,53.0,37.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/2avzxd94m2/tabs_Trump_Tweets_20180815.pdf,53646,86097,8/17/2018,19:17:36  7 Oct 2020,17759.0
2646,Donald Trump,All polls,10/7/2020,8/16/2018,8/17/2018,YouGov,B,1000.0,a,0.1244475,0.0,41.0,51.0,41.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/nztpkc36q0/tabs_Trump_Tweets_20180816.pdf,53655,86107,8/20/2018,19:17:36  7 Oct 2020,17760.0
2649,Donald Trump,All polls,10/7/2020,8/17/2018,8/19/2018,YouGov,B,1000.0,a,0.12402344,0.0,41.0,50.0,41.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/o6ehlo3uun/tabs_Trump_Tweets_20180817.pdf,53656,86109,8/20/2018,19:17:36  7 Oct 2020,17762.0
2653,Donald Trump,All polls,10/7/2020,8/18/2018,8/19/2018,YouGov,B,1000.0,a,0.12401167,0.0,38.0,53.0,38.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/72h8s1qsl4/tabs_Trump_Tweets_20180818.pdf,53657,86111,8/20/2018,19:17:36  7 Oct 2020,17762.0
2657,Donald Trump,All polls,10/7/2020,8/19/2018,8/20/2018,YouGov,B,1000.0,a,0.12360584,0.0,43.0,51.0,43.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/yntpceor1c/tabs_Trump_Tweets_20180819.pdf,53663,86122,8/20/2018,19:17:36  7 Oct 2020,17763.0
2659,Donald Trump,All polls,10/7/2020,8/19/2018,8/21/2018,YouGov,B,1500.0,a,0.18540876,0.0,41.0,49.0,41.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/iqa9xbuq8j/econTabReport.pdf,53721,86206,8/22/2018,19:17:36  7 Oct 2020,17764.0
2663,Donald Trump,All polls,10/7/2020,8/20/2018,8/21/2018,YouGov,B,1000.0,a,0.12445408,0.0,42.0,50.0,42.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/jex7ljntrg/tabs_Trump_Tweets_20180820.pdf,53768,86399,8/24/2018,19:17:36  7 Oct 2020,17764.0
2667,Donald Trump,All polls,10/7/2020,8/21/2018,8/22/2018,YouGov,B,1000.0,a,0.12531569,0.0,38.0,53.0,38.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ry2w590xr6/tabs_Trump_Tweets_20180821.pdf,53769,86401,8/24/2018,19:17:36  7 Oct 2020,17765.0
2674,Donald Trump,All polls,10/7/2020,8/22/2018,8/23/2018,YouGov,B,1000.0,a,0.12601802,0.0,39.0,51.0,39.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fxle4ek2b1/tabs_Trump_Tweets_20180822.pdf,53770,86403,8/24/2018,19:17:36  7 Oct 2020,17766.0
2679,Donald Trump,All polls,10/7/2020,8/23/2018,8/24/2018,YouGov,B,1000.0,a,0.12607141,0.0,41.0,50.0,41.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9b19gibhsg/tabs_Trump_Tweets_20180823.pdf,53779,86417,8/27/2018,19:17:36  7 Oct 2020,17767.0
2684,Donald Trump,All polls,10/7/2020,8/24/2018,8/25/2018,YouGov,B,1000.0,a,0.12547546,0.0,41.0,51.0,41.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/spp4z0q3qu/tabs_Trump_Tweets_20180824.pdf,53780,86419,8/27/2018,19:17:36  7 Oct 2020,17768.0
2690,Donald Trump,All polls,10/7/2020,8/25/2018,8/27/2018,YouGov,B,1000.0,a,0.12489105,0.0,41.0,52.0,41.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/lrqsj6p4pe/tabs_Trump_Tweets_20180825.pdf,53787,86428,8/28/2018,19:17:36  7 Oct 2020,17770.0
2692,Donald Trump,All polls,10/7/2020,8/27/2018,8/27/2018,YouGov,B,1000.0,a,0.12431787,0.0,43.0,51.0,43.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/tr729u5j7m/tabs_Trump_Tweets_20180826.pdf,53788,86430,8/28/2018,19:17:36  7 Oct 2020,17770.0
